StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,reason_mistake,mistake_type,mistake_type_21_TEXT,mistake_cause,mistake_cause_16_TEXT,stress,workflow,experience,comment,email
2023-01-25 08:12:30,2023-01-25 08:16:19,Survey Preview,100,229,True,2023-01-25 08:16:19,R_rDZUaKowZf04V65,preview,EN,Yes,it was the main reason,"Incorrect software or hardware settings (e.g. allowing missing data in survey, failure to calibrate data collector equipment, wrong settings in experimental program, wrong software settings)",NA,NA,NA,NA,NA,NA,NA,loF78@QM8Wk
2023-01-31 23:12:30,2023-01-31 23:18:13,Survey Preview,100,343,True,2023-01-31 23:18:13,R_mAA3ZdIzPgYyqPW,preview,EN,Yes,it was the main reason,"Incorrect connection between data points (e.g. error in tracking status of participants, failure to connect participant to data, ID duplication, mistake in connecting participants to responses, unable to track recorded data)",NA,"Lack of knowledge/experience (e.g. being unaware of the potentials of the negative outcomes, inexperience, insufficient experience, insufficient skills, lack of experience, lack of routine)",NA,5,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,6MDt6@qq1lH
2023-01-14 22:12:30,2023-01-14 22:15:44,IP Address,100,194,True,2023-01-14 22:15:44,R_IXmn6X5W0T0NKxY,preview,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,96iSO@c84fn
2023-01-16 18:12:30,2023-01-16 18:18:04,IP Address,100,334,True,2023-01-16 18:18:04,R_DMF1175DFolcOCS,anonymous,EN,Yes,it was the main reason,"Data input error (e.g. data entry error, error in recording data, failure to record responses, mistake in data recording, value input error)",NA,"Physical and/or mental constraints (e.g. confusion, distraction, erroneous reasoning, forgetfulness, mental error, stress)",NA,no stress at all 0,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,NnorQ@5sHIo
2023-01-21 06:12:30,2023-01-21 06:18:34,IP Address,99,364,False,2023-01-21 06:18:34,R_3MQC2RFSNrtioba,preview,EN,Yes,it was the main reason,"Data transfer error (e.g. data insertion mistake, transcription error, incomplete data transfer, mistake in transferring data between formats, importing data from survey platform)",NA,"Too high complexity (e.g. difficult task, difficulty in file management, lack of easy to use tools, too complex)",NA,2,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,QmFyb@IpbJt,afdEb@UZoU5
2023-01-24 18:12:30,2023-01-24 18:15:10,IP Address,99,160,False,2023-01-24 18:15:10,R_HP4Jhj55DMStvCu,anonymous,EN,Yes,it was the main reason,"Insufficient or incorrect documentation (e.g. lack of documentation, poor documentation, not recorded metadata, ambiguous value coding protocol, data logging mistake)",NA,"Time pressure (e.g. being in a rush, haste, insufficient time spent on the project, overworking, too big workload)",NA,2,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,Sbu2o@5Gqu5
2023-01-14 23:12:30,2023-01-14 23:15:44,Survey Preview,99,194,False,2023-01-14 23:15:44,R_3JVwczxPBaIWtsO,anonymous,EN,Yes,it was the main reason,"Incorrect data processing/analysis (e.g. calculating wrong statistic, mistake in data analysis, incorrect application of formulas, formula error, statistical error)",NA,"Miscommunication (e.g. lack of communication, lack of consultation, misinformation, misinformed by third party, poor collaboration)",NA,no stress at all 0,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,Y2GBZ@4RYXF
2023-01-10 04:12:30,2023-01-10 04:17:40,IP Address,100,310,True,2023-01-10 04:17:40,R_2cJgNttoiTA6NTw,anonymous,EN,Yes,partially,"Participant allocation error (e.g. assigning participant to wrong group, error in randomization of the conditions, experimental condition incorrectly assigned, mistake in scheduling data collection, subject allocation mistake)",NA,"Bad skill management (e.g. improper training, inadequate training, insufficient training, insufficient training of coders, lack of training)",NA,2,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,AjCau@CpJBW
2023-01-06 10:12:30,2023-01-06 10:15:56,IP Address,100,206,True,2023-01-06 10:15:56,R_lItakx3dYY78Jg8,anonymous,EN,Yes,it was the main reason,"Participant allocation error (e.g. assigning participant to wrong group, error in randomization of the conditions, experimental condition incorrectly assigned, mistake in scheduling data collection, subject allocation mistake)",NA,"Carelessness (e.g. negligence, not following protocol, not taking the task seriously, lack of effort, lack of motivation)",NA,2,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,eTbDR@jp1aA,BDxBy@vDM5r
2023-01-29 03:12:30,2023-01-29 03:16:14,IP Address,100,224,True,2023-01-29 03:16:14,R_txZQPyF2QDqmYIu,preview,EN,Yes,it was the main reason,"Deviation from the protocol (e.g. not following protocol, recording data not according to protocol, using non-standard script, mistake in following protocol)",NA,"Other, please specify:",dolor dictumst augue sollicitudin.,no stress at all 0,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,zZahZ@AWUvS
2023-01-12 18:12:30,2023-01-12 18:16:30,Survey Preview,97,240,False,2023-01-12 18:16:30,R_yoFK0GSbLfR7CBF,anonymous,EN,Yes,it was the main reason,"Data input error (e.g. data entry error, error in recording data, failure to record responses, mistake in data recording, value input error)",NA,"Inattention (e.g. accident, accidental mistakes, being distracted, copy and paste error, lapse of concentration)",NA,5,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,Q4vJP@Oga9L
2023-01-25 04:12:30,2023-01-25 04:16:37,Survey Preview,98,247,False,2023-01-25 04:16:37,R_WD1LO7prBBItt4L,preview,EN,Yes,it was the main reason,"Ambiguous naming/defining of data (e.g. ambiguous naming, inconsistent identifier, incorrect labeling,  non- transparent naming, poor labeling of variables)",NA,"Bad skill management (e.g. improper training, inadequate training, insufficient training, insufficient training of coders, lack of training)",NA,5,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,XxS32@ENPeM,ZlsjQ@1t7z4
2023-01-07 05:12:30,2023-01-07 05:17:47,Survey Preview,100,317,True,2023-01-07 05:17:47,R_nEG6YkmMBcaNTV8,anonymous,EN,Yes,it was the main reason,"Oversight in study design or measurement (e.g. ambiguous wording of items, failure to include survey items, inconsistent scoring, incorrect wording of question/item, leaving out questionnaire items)",NA,"Bad or lack of standards (e.g. bad routines, error in coding protocol, error in data organization, inconsistent file naming, insufficient procedures)",NA,4,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,pMOxX@dK6zf
2023-01-30 19:12:30,2023-01-30 19:16:20,Survey Preview,100,230,True,2023-01-30 19:16:20,R_ii604wKsFQrKUd3,preview,EN,Yes,it was the main reason,"Deviation from the protocol (e.g. not following protocol, recording data not according to protocol, using non-standard script, mistake in following protocol)",NA,"Physical and/or mental constraints (e.g. confusion, distraction, erroneous reasoning, forgetfulness, mental error, stress)",NA,3,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,0MWYX@Ya33t
2023-01-28 23:12:30,2023-01-28 23:17:06,IP Address,100,276,True,2023-01-28 23:17:06,R_J4QNaySPxCMRBC7,preview,EN,Yes,partially,"Incorrect reporting (e.g. misreporting values, plotting mistake, presenting inaccurate data, publishing with errors, reporting wrong data)",NA,"Carelessness (e.g. negligence, not following protocol, not taking the task seriously, lack of effort, lack of motivation)",NA,no stress at all 0,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,apZKt@4h3rp
2023-01-08 03:12:30,2023-01-08 03:17:49,IP Address,99,319,False,2023-01-08 03:17:49,R_mHFA7pLbHSWVjBZ,preview,EN,Yes,partially,"Incorrect software or hardware settings (e.g. allowing missing data in survey, failure to calibrate data collector equipment, wrong settings in experimental program, wrong software settings)",NA,"Miscommunication (e.g. lack of communication, lack of consultation, misinformation, misinformed by third party, poor collaboration)",NA,5,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,AoRFZ@gbfFx
2023-01-21 04:12:30,2023-01-21 04:15:17,Survey Preview,98,167,False,2023-01-21 04:15:17,R_zknDmBZOYXkJfMm,anonymous,EN,Yes,it was the main reason,"Data input error (e.g. data entry error, error in recording data, failure to record responses, mistake in data recording, value input error)",NA,"Bad skill management (e.g. improper training, inadequate training, insufficient training, insufficient training of coders, lack of training)",NA,5,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,vhGy3@belkq
2023-01-08 03:12:30,2023-01-08 03:16:14,Survey Preview,100,224,True,2023-01-08 03:16:14,R_kKltl4dxsSjaNTt,preview,EN,Yes,partially,Project management error (error in time management; miscommunication; not showing up for data collection; team member left the lab),NA,"Carelessness (e.g. negligence, not following protocol, not taking the task seriously, lack of effort, lack of motivation)",NA,1,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,jtOxC@Sp0jO,pTAyO@l5tnd
2023-01-28 05:12:30,2023-01-28 05:17:58,Survey Preview,100,328,True,2023-01-28 05:17:58,R_CLJbvRy59cd3IsX,preview,EN,Yes,partially,"Data transfer error (e.g. data insertion mistake, transcription error, incomplete data transfer, mistake in transferring data between formats, importing data from survey platform)",NA,Risking human error (e.g. experimenter error; lack of automatization; manual task handling instead of code; manually doing a task; multitasking),NA,2,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,dtoUj@mGiZt
2023-01-17 03:12:30,2023-01-17 03:16:35,IP Address,100,245,True,2023-01-17 03:16:35,R_gdcIQcFxt8VLxcc,anonymous,EN,Yes,it was the main reason,"Incorrect data processing/analysis (e.g. calculating wrong statistic, mistake in data analysis, incorrect application of formulas, formula error, statistical error)",NA,"Physical and/or mental constraints (e.g. confusion, distraction, erroneous reasoning, forgetfulness, mental error, stress)",NA,no stress at all 0,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,mjaqv@lNoLX,1ggZp@IBA17
2023-01-10 22:12:30,2023-01-10 22:14:10,IP Address,100,100,True,2023-01-10 22:14:10,R_eyWZdAQuZuTHoWl,anonymous,EN,Yes,partially,"Participant allocation error (e.g. assigning participant to wrong group, error in randomization of the conditions, experimental condition incorrectly assigned, mistake in scheduling data collection, subject allocation mistake)",NA,"Technical issue (e.g. computer issue, equipment failure, software error, technical malfunction, wrong equipment settings)",NA,no stress at all 0,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,3n85t@jVH6q
2023-01-10 01:12:30,2023-01-10 01:16:03,Survey Preview,100,213,True,2023-01-10 01:16:03,R_AUQu2Zqipa4GQlX,anonymous,EN,Yes,partially,"Sharing confidential data (e.g. compromising participants’ anonimity, failure to anonymize participants, not anonymizing data, privacy breach, recording data without ethical permission)",NA,"Bad or lack of planning (e.g. error in planning, insufficient planning, lack of sufficient planning, lack of systematicity, short-sightedness)",NA,4,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,in0FO@KrAM1
2023-01-25 11:12:30,2023-01-25 11:17:55,Survey Preview,98,325,False,2023-01-25 11:17:55,R_1IASjStb49sL5GH,anonymous,EN,Yes,it was the main reason,"Sharing confidential data (e.g. compromising participants’ anonimity, failure to anonymize participants, not anonymizing data, privacy breach, recording data without ethical permission)",NA,"Bad or lack of standards (e.g. bad routines, error in coding protocol, error in data organization, inconsistent file naming, insufficient procedures)",NA,4,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,uqxc7@v7YBz
2023-01-26 22:12:30,2023-01-26 22:16:31,IP Address,100,241,True,2023-01-26 22:16:31,R_M5EQaW7edKjU2cv,anonymous,EN,Yes,it was the main reason,"Participant allocation error (e.g. assigning participant to wrong group, error in randomization of the conditions, experimental condition incorrectly assigned, mistake in scheduling data collection, subject allocation mistake)",NA,"Time pressure (e.g. being in a rush, haste, insufficient time spent on the project, overworking, too big workload)",NA,5,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,hFnNs@8ttrW
2023-01-10 04:12:30,2023-01-10 04:16:33,IP Address,100,243,True,2023-01-10 04:16:33,R_ApEvua0zpnrauUL,preview,EN,Yes,it was the main reason,Project management error (error in time management; miscommunication; not showing up for data collection; team member left the lab),NA,"Carelessness (e.g. negligence, not following protocol, not taking the task seriously, lack of effort, lack of motivation)",NA,6 extreme stress,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,pvZOB@sEwe9
2023-01-15 06:12:30,2023-01-15 06:16:50,IP Address,95,260,False,2023-01-15 06:16:50,R_8niaWGwijdDLBKs,preview,EN,Yes,it was the main reason,"Insufficient or incorrect documentation (e.g. lack of documentation, poor documentation, not recorded metadata, ambiguous value coding protocol, data logging mistake)",NA,"Carelessness (e.g. negligence, not following protocol, not taking the task seriously, lack of effort, lack of motivation)",NA,3,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,x9xe1@QCcvZ
2023-01-20 17:12:30,2023-01-20 17:17:48,Survey Preview,99,318,False,2023-01-20 17:17:48,R_OfgJTG52cfMdmw7,preview,EN,Yes,it was the main reason,"Incorrect software or hardware settings (e.g. allowing missing data in survey, failure to calibrate data collector equipment, wrong settings in experimental program, wrong software settings)",NA,"Bad or lack of planning (e.g. error in planning, insufficient planning, lack of sufficient planning, lack of systematicity, short-sightedness)",NA,3,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,8M37i@Ax3yU
2023-01-13 13:12:30,2023-01-13 13:16:27,Survey Preview,99,237,False,2023-01-13 13:16:27,R_x17JOGBkY1u8RRe,preview,EN,Yes,it was the main reason,"Data transfer error (e.g. data insertion mistake, transcription error, incomplete data transfer, mistake in transferring data between formats, importing data from survey platform)",NA,"Too high complexity (e.g. difficult task, difficulty in file management, lack of easy to use tools, too complex)",NA,6 extreme stress,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,q3Hq2@tkO3O,hilsi@FUk05
2023-01-30 17:12:30,2023-01-30 17:17:32,Survey Preview,100,302,True,2023-01-30 17:17:32,R_EzQF7TC7B428ewI,anonymous,EN,No,it was the main reason,"Insufficient or incorrect documentation (e.g. lack of documentation, poor documentation, not recorded metadata, ambiguous value coding protocol, data logging mistake)",NA,"Technical issue (e.g. computer issue, equipment failure, software error, technical malfunction, wrong equipment settings)",NA,5,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,mILeq@4Gi3K
2023-01-11 22:12:30,2023-01-11 22:17:38,Survey Preview,98,308,False,2023-01-11 22:17:38,R_AHtrikcFVoXLkKe,anonymous,EN,Yes,it was the main reason,"Oversight in study design or measurement (e.g. ambiguous wording of items, failure to include survey items, inconsistent scoring, incorrect wording of question/item, leaving out questionnaire items)",NA,"Too high complexity (e.g. difficult task, difficulty in file management, lack of easy to use tools, too complex)",NA,4,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,tEZBz@Vodqg
2023-01-21 13:12:30,2023-01-21 13:15:52,Survey Preview,100,202,True,2023-01-21 13:15:52,R_Z6YWSoOXebqMLwv,preview,EN,Yes,partially,"Oversight in study design or measurement (e.g. ambiguous wording of items, failure to include survey items, inconsistent scoring, incorrect wording of question/item, leaving out questionnaire items)",NA,"Bad or lack of standards (e.g. bad routines, error in coding protocol, error in data organization, inconsistent file naming, insufficient procedures)",NA,2,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,m9GGM@Grjqj
2023-01-27 10:12:30,2023-01-27 10:16:56,IP Address,100,266,True,2023-01-27 10:16:56,R_2CFyvnBMo1yLCMb,preview,EN,Yes,it was the main reason,"Data transfer error (e.g. data insertion mistake, transcription error, incomplete data transfer, mistake in transferring data between formats, importing data from survey platform)",NA,"Bad skill management (e.g. improper training, inadequate training, insufficient training, insufficient training of coders, lack of training)",NA,1,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,iyAlx@G5EKx
